land_size_sqm,house_size_sqm,no_of_rooms,no_of_bathrooms,living_room,parking_space,front_garden,swimming_pool,house_age,crime_rate_index,property_value
241,214,4,3,1,1,1,0,3,3.71,170994
178,156,2,2,1,0,0,0,7,0.9,136898
152,148,2,2,0,0,0,1,17,0.47,137536
273,271,4,5,1,0,0,1,6,2.97,213309
110,96,1,1,0,0,0,1,19,5.78,64794
129,110,1,2,0,0,0,0,5,3.33,72606
186,160,3,2,1,1,1,0,13,0.37,151553
271,258,5,3,1,1,0,1,1,3.32,209898
309,302,4,2,1,1,1,1,12,4.55,253314
152,141,2,3,1,1,0,0,22,4.02,97118
149,142,1,1,0,0,0,0,12,3.5,94302
194,176,3,3,0,0,0,1,4,0.95,177614
201,173,4,2,1,1,1,1,3,0.99,187079
162,162,2,2,0,0,0,1,14,5.88,102256
122,115,1,2,0,0,0,1,18,4.56,77583
231,199,4,4,1,1,1,0,5,5.4,169035
340,321,5,5,1,1,1,1,5,5.77,268799
265,260,4,4,1,1,1,1,7,3.83,199874
225,197,3,3,1,0,1,0,20,5.37,144933
258,226,4,5,1,1,1,1,19,3.06,191623
286,270,4,2,1,1,1,0,3,1.64,249837
171,164,3,3,1,0,1,0,2,0.69,131756
335,309,5,4,1,1,1,1,3,2.23,297858
183,170,3,4,1,0,0,1,9,4.44,140458
177,173,2,3,0,0,0,1,10,4.26,147143
121,106,2,2,0,1,0,0,21,4.09,69323
330,304,5,2,1,1,1,1,9,3.32,283437
247,228,4,5,0,1,0,1,22,5.28,196586
273,263,5,4,1,1,0,1,11,4.84,219664
216,184,4,2,1,1,1,1,3,1.19,192933
248,213,5,4,1,1,0,1,13,1.65,221418
170,157,3,2,1,1,0,1,8,3.47,142873
390,357,6,6,1,1,1,1,15,4.39,308446
355,343,5,2,1,1,1,1,16,3.04,345256
137,121,2,1,0,1,0,0,17,0.16,91888
278,240,4,4,1,1,1,1,20,2.83,244847
390,382,6,4,1,1,1,1,16,2.08,310580
581,503,7,4,1,1,1,1,11,5.61,463288
140,119,1,2,1,1,0,0,3,1.57,98450
182,167,3,2,1,1,0,0,14,3.05,170187
269,229,5,4,1,1,1,1,14,5.97,193340
302,300,4,3,1,1,1,1,16,3.18,213107
252,236,4,5,1,1,0,1,20,4.62,182592
250,231,4,3,1,1,0,1,16,0.77,185927
310,269,5,4,1,1,1,1,7,1.69,279837
263,252,4,2,1,1,1,1,8,4.13,218874
105,95,1,1,0,0,0,0,10,3.19,55717
260,257,4,5,1,0,1,1,15,3.56,189921
102,97,1,2,0,0,0,0,15,2.92,61293
302,297,4,3,1,1,0,1,10,3.89,269499
140,133,1,1,0,1,0,0,15,3.66,98880
198,170,3,4,1,1,0,1,15,1.85,153942
177,157,3,4,0,0,0,1,13,3.97,137334
339,315,5,2,1,1,0,1,19,5.02,266119
264,225,4,4,1,1,1,1,10,4.94,226628
575,496,7,7,1,1,1,1,22,1.84,457882
260,223,4,5,1,1,1,1,6,0.91,234118
245,243,4,3,0,0,1,1,22,4.38,191562
160,141,2,2,1,1,1,0,20,3.29,107200
275,267,5,4,1,1,1,1,11,4.08,224300
213,206,4,2,1,1,1,1,7,3.38,166035
186,160,2,2,0,0,0,0,2,1.44,144103
268,242,4,2,1,1,1,1,5,4.78,197878
215,199,4,5,1,1,1,1,17,3.45,174762
200,200,4,2,1,0,1,1,13,1.11,196150
177,170,3,3,0,0,0,0,18,3.79,121039
260,226,4,4,0,1,1,1,10,4.51,213944
167,156,3,3,1,1,0,0,20,4.25,108308
246,242,4,3,0,1,1,1,4,1.15,245764
696,600,8,7,1,1,1,1,14,3.5,465443
304,290,5,2,1,1,1,0,9,3.31,242717
189,186,3,4,0,0,0,1,9,4.01,130817
231,214,3,4,1,1,0,0,18,0.33,163823
219,219,4,3,1,1,0,1,1,0.95,203727
269,253,5,2,1,1,1,1,2,4.46,265642
276,257,5,3,1,1,1,1,3,1.82,269725
332,301,6,7,1,1,1,1,18,4.76,264906
123,105,2,3,0,1,0,0,21,2.66,91729
343,315,5,5,1,1,1,0,10,4.04,258646
178,160,3,3,1,1,0,1,10,2.98,153486
138,123,1,1,1,1,1,0,6,1.6,126754
158,158,2,2,1,0,1,0,3,5.32,123602
160,157,3,4,1,0,0,0,11,5.2,115821
146,140,1,2,0,1,0,0,1,2.68,103121
237,207,3,1,0,0,0,0,7,4.61,143156
163,140,3,3,1,1,1,0,21,1.07,123621
333,301,5,2,1,1,0,1,11,3.84,257661
299,289,4,5,1,1,1,0,13,3.39,232859
168,159,2,1,0,0,0,1,20,1.72,125212
237,223,4,5,0,1,1,1,1,1.94,210292
112,111,1,1,0,0,0,0,20,0.82,77740
322,285,5,2,1,1,1,1,17,0.7,280434
249,219,4,3,1,1,1,0,14,5.41,189477
294,278,5,4,0,1,1,1,2,5.47,242052
460,393,7,5,1,1,1,1,2,2.12,401801
280,271,5,3,1,1,0,1,8,2.24,240660
300,298,4,3,0,1,1,1,3,3.21,253279
175,163,3,3,0,1,0,0,13,3.5,138130
234,224,3,2,0,1,0,0,22,1.66,184594
201,188,3,1,1,1,0,0,4,2.93,168055
349,297,5,3,1,1,1,1,1,3.04,311806
182,157,3,4,1,1,1,0,11,5.31,125834
441,410,6,5,1,1,1,1,14,1.76,377317
307,284,4,3,0,1,1,1,17,0.45,245729
349,325,6,4,1,1,1,1,9,1.52,293504
144,125,2,1,0,1,1,0,1,5.2,106515
205,181,3,2,1,1,0,1,17,0.31,178255
196,173,4,2,1,1,1,1,1,0.05,179503
311,304,5,5,1,1,1,1,2,0.14,274670
246,224,5,2,1,1,1,1,12,4.42,207832
270,246,4,4,0,1,1,1,21,5.99,184955
207,203,4,2,1,1,0,0,9,3.35,164986
122,104,1,2,0,0,0,0,13,2.9,84893
176,151,2,2,0,1,1,0,8,0.54,155583
276,247,4,3,0,1,1,1,6,1.78,247904
186,159,2,1,1,1,0,0,12,3.11,145244
251,215,4,4,1,1,1,1,15,2.44,211375
232,208,5,2,1,1,1,0,17,3.15,221211
341,328,5,3,1,1,1,1,20,2.59,286575
236,205,4,5,0,1,1,1,14,2.26,209809
302,276,5,4,1,1,1,1,21,0.63,260260
120,111,2,3,1,1,0,0,20,2.96,98955
201,184,4,4,0,1,1,0,11,3.27,174610
280,253,4,4,1,1,1,1,18,1.7,235390
273,259,4,3,1,1,0,0,15,5.55,161254
198,174,4,2,1,1,1,1,10,0.67,173087
183,160,2,2,0,1,0,0,13,1.94,141367
293,268,5,3,1,1,1,1,5,2.26,237112
345,315,5,3,1,1,1,1,1,1.59,303979
315,301,6,5,1,1,1,1,7,4.32,260354
182,164,3,1,1,0,0,0,15,2.42,146771
221,190,3,1,1,1,0,0,16,5.61,155618
219,211,4,2,1,1,1,1,10,1.66,199131
130,130,1,1,0,0,0,0,19,0.17,94429
355,326,5,3,1,1,1,1,3,5.53,303346
136,132,2,2,1,0,0,1,22,4.62,92415
243,237,5,4,1,1,1,1,18,2.68,203363
182,167,2,1,0,1,1,0,8,5.68,117077
226,216,3,3,0,1,0,0,3,4.09,190490
473,458,7,5,1,1,1,1,9,3.51,379043
795,656,8,5,1,1,1,0,9,0.19,644543
163,152,2,3,1,0,1,0,4,5.13,114833
431,376,7,8,1,1,1,1,5,4.26,389842
504,465,8,8,1,1,1,1,4,5.01,409801
305,305,4,5,1,0,1,1,4,5.53,244614
239,235,3,2,1,0,0,1,18,5.58,175611
224,222,4,4,1,1,1,1,2,3.81,208059
103,94,1,2,0,1,1,0,6,2.11,102382
211,204,4,4,1,1,1,1,16,3.89,173303
442,425,6,4,1,1,1,1,15,0.16,361545
240,220,3,3,0,0,0,0,22,1.79,172782
387,351,6,7,1,1,1,1,6,4.49,311792
500,400,8,7,1,1,1,1,12,2.48,423332
112,100,1,1,0,0,0,0,7,4.95,56449
100,90,1,2,0,1,0,0,13,4.8,55934
199,179,3,2,1,0,0,0,1,0.9,167103
112,103,1,1,1,0,1,0,18,0.21,85371
206,180,3,4,1,1,1,0,5,3.83,167932
289,277,4,4,1,1,1,1,1,4.13,222235
290,275,4,5,0,1,1,1,22,0.37,253505
149,142,2,3,0,1,0,0,18,5.58,98291
200,185,3,4,0,1,0,1,16,1.06,175630
190,178,2,3,0,1,1,0,22,0.84,138401
153,140,2,2,0,0,1,0,13,0.49,115849
169,162,3,3,0,1,1,0,14,2.71,114589
368,344,6,5,1,1,0,1,8,0.25,319371
214,192,3,2,1,1,1,0,22,0.37,187450
293,269,4,5,1,1,0,1,5,1.48,298551
253,230,4,3,0,1,1,1,16,1.1,224728
203,190,4,3,0,1,1,0,4,2.23,160754
240,240,3,4,1,0,1,0,14,3.06,191761
195,194,4,5,1,1,0,1,20,1.88,176233
147,125,2,3,0,1,0,1,12,3.65,120194
181,155,2,2,0,1,1,0,16,3.39,144047
309,299,4,5,1,1,0,1,19,3.72,215654
124,119,1,1,0,0,0,0,21,4.81,78707
179,158,3,3,1,0,1,0,21,4.72,146866
305,297,6,4,1,1,1,1,5,3.08,273920
324,278,6,6,1,1,1,1,1,0.87,256072
147,142,1,1,0,0,0,0,6,2.52,99336
354,353,6,4,1,1,1,1,8,1.4,301483
219,187,3,4,1,1,0,0,19,2.85,188074
215,196,3,1,1,1,0,1,21,1.23,162089
214,213,3,1,0,0,0,0,20,1.31,135486
247,231,5,2,1,1,1,0,18,3.78,199377
183,160,3,1,0,1,0,0,6,2.67,133510
422,363,6,4,1,1,1,1,13,0.77,343594
327,314,5,2,1,1,1,1,1,4.14,275940
216,207,3,3,0,1,1,0,8,4.03,171422
236,207,5,5,1,1,1,1,21,3.17,206156
197,196,4,2,0,0,1,1,22,4.97,143109
222,215,3,2,1,0,0,0,15,2.59,141155
215,198,3,3,1,0,0,1,10,5.27,142975
162,158,2,3,0,0,0,0,4,5.52,98345
416,394,7,4,1,1,1,1,18,0.91,359742
145,125,1,1,1,0,0,0,15,0.97,102731
473,420,7,5,1,1,1,1,20,1.54,371194
128,127,1,1,0,0,0,1,12,5.94,85841
132,114,2,3,0,1,1,0,20,0.01,115491
177,161,3,4,0,1,0,1,12,5.18,141499
268,234,5,2,1,1,1,0,18,1.65,216301
583,518,7,6,1,1,1,1,20,2.81,449667
258,239,4,5,1,1,1,0,3,3.23,199059
248,217,5,4,1,1,1,1,16,1.28,243707
432,382,6,6,1,1,1,1,14,5.48,345210
149,130,1,1,1,0,0,0,8,2.7,90455
122,104,2,1,0,1,0,1,4,5.25,80785
277,256,4,5,1,1,1,1,13,1.78,248253
169,157,3,1,1,1,1,0,19,1.99,122585
455,408,6,4,1,1,1,1,20,0.37,375863
457,421,7,7,1,1,1,1,14,3.22,372077
411,372,7,5,1,1,1,1,8,0.21,364821
202,201,4,3,1,1,1,1,14,0.98,162484
235,218,4,2,1,1,1,1,5,4.15,210297
252,232,4,5,1,1,1,1,13,1.24,211419
283,278,5,3,1,1,1,0,19,0.21,232895
255,238,4,2,1,1,0,1,16,5.57,209901
311,283,5,3,1,1,1,0,12,0.88,247310
282,279,5,3,0,1,1,1,12,3.91,234954
424,373,7,6,1,1,1,1,7,2.99,340988
186,163,2,2,0,1,0,0,17,4.03,121043
320,316,5,2,1,1,1,1,7,5.5,234493
210,188,3,2,1,0,0,0,21,1.66,141446
307,263,6,6,0,1,1,1,1,5.17,265825
162,148,3,4,0,1,0,0,15,2.1,105012
178,158,3,1,1,0,0,1,21,3.65,158963
196,189,3,2,1,1,0,0,16,1.44,130314
284,275,4,3,1,1,1,1,22,3.78,241101
264,247,4,5,1,1,1,1,4,3.51,210850
239,235,3,4,0,0,0,0,2,0.35,210149
358,329,5,4,1,1,1,1,8,3.5,303522
257,224,5,5,1,1,1,0,11,1.45,211964
265,252,4,4,1,1,1,1,3,0.18,248271
239,227,4,4,0,1,1,0,1,0.09,204066
248,245,4,5,0,1,0,1,15,2.3,213582
119,112,1,2,0,1,0,0,9,0.16,99687
281,248,5,2,1,1,0,1,11,4.33,231734
281,255,4,3,1,1,1,0,20,1.78,218658
282,276,4,5,0,1,1,1,21,1.23,244701
195,167,3,3,0,0,0,0,15,1.53,138699
215,190,4,4,1,1,1,1,3,3.44,203796
253,235,4,5,1,1,1,1,22,5.78,193588
357,326,5,3,1,1,1,1,13,4.39,287864
144,141,1,2,0,0,0,1,13,3.88,111650
167,163,2,2,1,0,0,1,9,5.74,110255
234,202,4,5,1,1,1,1,9,2.74,227386
252,235,4,3,1,1,1,1,11,3.18,202430
217,206,3,1,1,0,0,1,7,5.85,154263
185,182,3,4,0,0,0,0,1,1.78,132269
309,281,4,5,0,1,1,1,12,2.15,253437
320,301,5,3,1,1,1,1,18,3.62,260687
251,235,4,2,1,1,1,1,20,3.81,207501
245,216,4,3,1,1,1,1,11,4.16,234819
187,168,2,1,1,1,1,0,1,0.96,179699
203,191,3,2,1,0,1,0,2,1.7,155699
229,201,4,4,1,1,0,1,2,2.61,200777
289,249,5,4,1,1,1,1,4,1.34,251614
302,272,5,5,1,1,1,1,5,5.7,245225
177,159,2,1,0,1,0,0,10,5.54,129022
216,210,4,3,1,1,1,1,2,3.31,195579
320,288,5,4,1,1,1,1,6,2.75,280584
352,320,5,2,1,1,1,1,13,4.38,301979
281,276,5,5,1,1,1,1,5,0.78,264539
172,165,2,1,1,1,1,0,20,2.71,120204
223,193,3,3,1,0,0,0,4,2.58,162248
333,291,6,6,1,1,1,0,1,1.78,274541
143,125,1,2,1,0,0,0,5,1.55,115524
423,391,6,7,1,1,1,1,20,1.78,350271
227,207,4,5,1,1,1,1,20,2.31,179026
191,187,3,1,1,0,1,0,22,3.67,133199
282,275,5,4,1,1,1,1,16,2.34,243872
202,181,4,2,1,1,0,1,19,4.32,162475
303,262,5,4,1,1,1,0,16,2.39,242807
197,189,3,3,1,0,1,0,9,4.25,141902
107,96,1,2,0,1,0,0,14,5.26,71675
196,171,3,1,0,1,0,0,12,4.05,118981
195,186,4,4,1,1,1,1,15,1.58,163236
172,161,3,2,1,0,0,0,5,0.69,132877
155,144,3,4,0,1,0,1,9,5.36,135525
263,243,4,2,1,1,1,1,17,3.88,214448
208,188,4,4,1,1,0,1,10,5.69,155881
198,176,3,3,1,1,1,0,12,1.38,187375
221,214,4,4,1,1,1,1,21,3.23,200528
411,353,6,5,1,1,1,1,18,5.63,320074
147,128,2,3,0,0,0,1,5,5.42,99550
147,147,2,2,0,0,1,0,22,3.26,86593
323,314,5,4,1,1,1,1,9,4.33,275390
433,383,7,5,1,1,1,1,9,2.12,354330
180,162,2,1,0,0,0,0,17,3.67,99400
171,162,3,1,0,1,1,0,9,0.09,129818
438,412,6,6,1,1,1,1,3,4.02,368133
132,125,2,3,1,1,1,0,20,0.55,109905
160,159,3,1,1,0,1,0,13,1.83,135020
327,309,5,4,1,1,1,1,13,2.78,268555
154,144,3,2,1,0,1,0,21,5.51,106570
557,517,7,8,1,1,1,1,2,0.23,482771
166,148,3,2,1,1,0,0,17,3.28,109429
290,248,5,4,1,1,1,1,19,3.53,237961
123,107,1,2,0,0,0,0,19,3.37,63892
236,212,4,2,0,1,1,1,4,3.11,191801
281,281,4,3,1,1,1,1,11,1.31,215100
206,194,3,3,1,1,0,1,8,5.85,175631
207,193,3,4,1,0,1,0,15,4.91,124251
249,213,4,3,0,1,0,1,11,3.96,187706
237,202,3,2,0,1,0,0,13,4.04,161225
275,264,5,3,1,1,1,1,10,2.56,232783
139,133,2,3,0,0,0,0,14,2.63,93824
287,256,4,4,1,1,1,1,1,2.02,251225
233,231,3,1,0,0,0,0,10,0.71,175605
330,297,5,3,1,1,1,1,8,3.63,272619
318,312,5,4,1,1,1,1,7,3.26,259554
270,241,5,3,1,1,1,1,7,2.66,232418
190,166,4,5,1,1,1,1,20,4.12,177389
135,123,1,1,0,0,0,0,11,5.86,69522
127,117,1,1,1,1,0,1,18,2.18,101395
171,166,2,2,0,0,0,0,10,0.21,119988
286,279,4,2,1,1,0,1,14,5.5,222902
510,467,7,8,1,1,1,1,15,2.06,414311
122,107,1,2,1,1,0,0,14,2.1,90744
299,275,5,4,1,1,1,1,20,4.07,245383
167,148,3,4,1,0,0,0,3,4.35,113652
289,248,5,2,1,1,1,1,13,3.25,208973
132,121,1,1,1,0,1,0,9,2.63,96200
316,313,6,5,1,1,1,1,12,2.94,268128
233,199,5,4,1,1,1,1,14,2.63,205852
344,299,5,2,1,1,1,1,7,1.89,290845
197,185,3,3,1,1,0,0,3,3.72,141219
252,233,4,3,1,1,1,1,17,4.44,207518
226,209,3,3,1,0,0,0,22,4.95,140252
166,158,3,3,1,0,0,0,21,5.01,96912
237,229,5,5,1,1,0,1,13,2.85,209313
300,298,5,5,1,0,0,1,4,2.84,251915
285,280,5,5,1,1,1,1,13,1.45,274409
281,251,4,5,0,1,1,1,14,3.97,207415
346,303,5,4,1,1,1,1,4,4.27,296701
234,219,4,5,1,1,1,0,9,0.07,178896
350,317,6,5,1,1,1,1,1,1.39,291287
121,107,2,3,1,0,0,0,8,3.03,100362
187,160,2,1,1,1,1,0,4,0.7,157190
136,122,1,1,0,0,0,0,20,5.47,82026
200,177,3,2,1,0,1,0,22,0.27,182140
252,234,4,3,1,1,1,1,16,4.14,204986
289,246,4,3,0,1,1,1,4,2.04,253308
305,268,5,4,1,1,1,1,17,1.26,255654
210,186,3,4,0,1,1,0,14,2.72,178649
337,299,5,5,1,1,1,1,15,3.53,288823
420,416,7,6,1,1,1,1,3,2.65,348357
140,130,1,1,0,1,0,1,7,1.79,123057
545,505,7,6,1,1,1,1,22,2.52,444936
290,282,4,4,1,1,0,0,14,5.95,211655
270,251,4,2,1,1,0,1,3,0.7,225627
138,131,2,3,0,0,0,0,1,5.27,90089
181,173,2,1,0,1,0,0,6,4.12,141028
489,441,7,6,1,1,1,1,7,5.68,399838
244,229,4,5,1,1,1,1,16,3.98,221411
168,165,2,1,0,0,0,0,7,4.3,108727
286,250,4,2,1,1,1,0,2,3.99,236998
269,232,5,3,1,1,1,1,12,0.88,234983
247,239,5,5,1,1,0,1,3,2.31,221781
319,316,5,3,0,1,1,1,10,3.89,257521
193,169,3,4,1,1,1,0,18,1.22,165833
154,151,2,1,1,0,1,0,3,2.2,106452
225,224,4,2,1,0,1,0,11,2.93,176020
238,231,4,5,1,1,1,1,8,0.54,209209
266,232,4,2,1,1,1,1,20,3.32,237358
105,96,1,2,0,1,0,0,11,5.38,70208
230,196,4,3,1,1,1,1,14,0.32,219054
219,187,4,5,0,1,1,0,9,5.12,168281
307,302,6,6,1,1,1,1,14,0.96,266600
240,240,4,2,1,0,1,0,21,0.56,180489
239,221,4,3,1,1,1,1,7,3.56,197023
290,258,4,3,1,1,0,1,11,2.04,266564
177,156,2,1,0,0,1,0,16,5.43,107677
175,167,3,1,1,1,0,0,15,3.18,132498
210,208,4,2,1,0,1,1,14,4.1,171695
255,246,4,2,1,1,0,0,20,2.89,220238
235,221,3,1,1,1,0,1,19,1.26,192930
185,175,3,1,1,0,0,1,14,3.9,159727
210,185,4,2,0,1,1,1,13,1.5,188233
232,223,4,3,1,1,1,1,16,2.56,199405
536,490,7,5,1,1,1,1,19,0.13,424672
166,165,2,2,0,0,0,1,14,5.65,108687
134,115,2,1,1,1,0,0,22,5.88,76346
308,263,4,2,1,1,1,1,5,0.11,283026
240,220,5,4,1,1,1,1,10,3.78,203265
289,252,4,2,1,1,0,0,2,3.6,237746
136,124,1,2,1,1,1,0,7,5.99,120148
255,222,5,5,1,1,1,1,2,3.59,232429
200,184,4,3,1,1,1,1,1,1.38,194753
213,198,4,5,1,1,1,0,18,5.27,161179
276,249,4,2,1,1,1,1,10,5.37,249846
289,247,4,4,1,1,1,1,14,1.67,254176
309,290,5,4,1,1,1,1,18,3.53,245463
220,204,3,3,1,1,0,0,5,1.36,188621
249,248,5,4,1,1,1,1,3,0.02,238220
123,120,1,1,1,0,0,0,8,0.34,100237
104,89,1,2,0,0,1,0,16,3.01,79997
221,197,3,3,0,0,1,0,18,3.37,156801
302,287,4,5,0,1,0,1,16,4.59,238507
196,187,3,3,1,0,1,0,2,4.93,134522
431,413,7,5,1,1,1,1,21,2.3,358595
205,203,4,3,1,1,0,1,1,3.93,171196
111,104,1,1,1,1,1,0,17,0.66,83419
233,200,3,4,1,1,1,0,19,5.48,168576
298,290,4,3,1,1,1,1,2,1.91,265472
314,303,6,4,0,1,1,1,4,4.97,282448
164,145,3,2,1,1,0,1,10,1.26,130487
135,119,1,2,1,0,0,0,19,5.54,70774
232,198,5,4,1,1,1,1,20,1.29,201559
201,183,4,5,1,1,1,1,18,2.15,173533
468,434,6,6,1,1,1,0,3,1.27,364133
132,124,1,2,0,0,0,0,7,0.95,96422
177,170,2,1,0,1,1,0,2,4.31,114790
123,123,2,1,0,0,0,1,12,2.4,100286
159,151,2,3,1,1,0,0,17,4.95,97728
622,584,8,9,1,1,1,1,16,5.31,471351
174,163,3,4,0,0,1,0,18,0.76,145544
267,251,4,5,1,1,1,1,13,2.03,248940
236,207,4,3,1,1,1,1,8,0.42,217065
224,200,3,4,1,0,1,0,7,3.88,162931
120,108,1,1,1,1,0,0,20,0.72,86087
280,276,4,3,1,1,1,1,22,3.74,231521
527,458,7,6,1,1,1,1,13,2.24,374997
159,147,3,1,0,1,1,0,14,0.03,125435
230,205,4,2,1,1,1,1,6,3.28,208653
222,210,3,3,0,1,0,1,6,3.23,174580
225,210,4,4,1,1,0,1,16,3.39,198820
110,105,1,1,0,0,0,0,22,0.72,89980
280,265,4,2,1,1,1,0,21,1.4,214594
148,127,1,1,1,1,0,0,2,3.27,107778
315,302,5,3,1,1,1,1,16,0.02,268103
112,101,1,1,1,1,0,0,11,5.59,67507
130,112,2,1,1,1,0,0,12,1.42,99139
219,201,4,2,1,1,1,1,11,4.9,198688
192,185,4,5,1,1,1,1,11,0.45,177965
126,119,1,2,1,0,0,0,6,5.81,63714
289,263,4,2,0,1,1,1,3,1.5,246931
322,318,5,5,1,0,1,1,1,3.02,270197
165,157,2,1,1,0,0,0,14,2.17,125390
339,297,6,7,1,1,1,1,8,4.14,291190
190,165,3,4,1,1,0,0,10,5.3,124063
257,239,4,2,0,1,1,1,13,0.29,229460
198,189,4,3,1,1,1,0,19,0.73,158817
273,271,4,3,1,1,1,1,15,2.69,212769
279,267,4,2,1,1,1,1,4,0.37,246752
148,132,1,1,1,1,0,0,11,4.76,87109
167,157,2,3,1,0,0,1,11,5.18,128504
209,197,3,4,0,1,0,0,6,2.68,141851
210,198,3,3,0,1,1,0,15,0.27,151635
347,315,5,3,1,1,1,1,14,0.66,311616
143,138,1,2,0,0,1,0,21,4.62,92913
151,150,2,1,0,0,0,0,4,4.42,94605
214,208,4,2,1,1,1,1,22,4.83,159570
309,285,4,2,1,1,0,1,21,4.25,268016
216,214,3,4,1,0,0,0,7,4.49,170631
156,136,3,2,0,1,1,0,16,1.99,137517
253,222,4,2,0,1,1,1,5,1.11,224983
113,109,1,1,0,0,1,0,2,5.04,88146
151,150,3,2,1,0,1,0,19,2.28,97175
103,91,1,1,1,0,1,0,1,0.35,82025
108,106,1,1,1,0,0,0,17,5.01,61255
195,194,4,3,1,1,1,1,22,3.17,159682
280,261,4,2,1,1,1,1,10,3.8,274797
193,192,4,3,1,1,1,1,2,2.51,181595
277,253,4,5,1,1,1,1,6,1.75,236647
105,95,1,1,1,0,0,0,17,2.92,69826
310,300,5,4,1,1,1,1,1,0.33,285622
324,318,6,4,1,1,1,1,19,0.12,285295
334,325,6,4,1,1,1,1,7,3.86,269944
484,460,7,8,1,1,1,1,6,3.83,389766
135,135,1,1,0,0,0,0,7,3.62,91574
235,223,3,3,0,1,1,0,13,1.64,186149
189,176,3,1,1,0,0,0,2,5.25,116755
228,204,4,5,1,1,1,1,3,0.45,215501
196,169,3,2,0,0,1,0,22,3.93,119718
268,265,4,2,1,0,1,0,11,4.14,214602
237,203,4,3,1,1,1,1,9,4.04,211385
207,178,4,2,1,1,1,1,3,3.23,197613
285,245,4,4,0,1,0,1,13,3.54,227668
303,263,4,2,0,1,0,1,2,0.3,271686
242,235,5,4,0,1,1,1,3,2.96,227046
289,283,4,2,1,1,1,0,12,0.62,233832
136,127,1,1,0,1,0,0,16,3.96,93953
152,145,3,1,1,0,0,1,15,4.2,113409
205,200,4,2,1,1,1,1,1,0.25,183841
308,263,5,5,1,1,1,1,3,4.8,257483
472,464,8,7,1,1,1,1,1,4.6,377641
190,173,4,2,1,1,0,1,5,3.38,160592
500,456,7,4,1,1,1,1,15,2.58,391679
154,134,3,2,1,1,0,1,10,4.69,123269
227,194,3,2,1,1,1,0,10,5.53,149935
237,216,4,4,1,1,1,1,22,5.98,194025
265,256,5,3,1,1,1,1,13,4.96,204150
173,150,2,1,0,1,0,0,2,5.94,133658
163,156,2,3,0,1,0,1,6,2.6,129025
433,390,7,7,1,1,1,1,21,1.39,346757
157,151,3,1,1,0,0,0,12,4.07,110144
417,358,6,4,1,1,1,1,12,2.76,394438
132,120,2,1,0,1,0,0,17,3.14,100081
106,104,1,1,1,0,0,0,20,2.42,70500
129,123,1,1,0,0,0,0,16,2.73,94044
182,173,3,3,1,0,0,1,16,1.98,139537
268,240,4,2,1,1,0,1,12,4.83,182743
262,225,4,3,1,1,1,1,7,1.86,255162
406,400,6,5,1,1,1,1,20,1.1,338619
781,727,8,9,1,1,1,1,5,1.13,631783
214,202,3,4,1,1,0,1,21,0.19,173578
345,319,5,5,1,1,1,1,15,3.38,250129
796,692,8,9,1,1,1,1,16,3.4,609388
457,429,6,4,1,1,1,1,22,0.61,404608
300,286,6,6,1,1,1,1,3,1.97,276707
117,114,1,2,0,0,0,0,8,4.55,73116
215,210,3,2,1,0,0,1,18,4.3,177369
224,217,3,4,0,0,0,1,20,3.17,169802
282,253,4,4,1,1,1,0,2,2.73,220932
213,213,4,5,1,0,0,1,1,4.26,176820
357,339,5,5,1,1,1,1,18,2.7,279558
349,345,5,3,1,0,1,1,5,3.59,286256
293,272,5,5,1,1,1,1,1,5.28,254490
462,442,7,6,1,1,1,1,16,0.05,419709
146,146,2,1,0,0,0,1,4,2.41,122098
302,285,5,5,1,1,1,1,6,4.39,239309
312,298,5,3,1,1,1,1,7,0.11,279961
152,149,3,3,1,0,0,1,21,0.07,140753
284,261,4,2,1,1,1,0,8,2.15,221542
284,254,4,5,1,1,1,1,16,1.16,218640
211,203,3,1,0,1,0,0,3,4.53,148832
493,480,7,4,1,1,1,1,21,1.11,391585
295,272,4,5,1,1,1,1,5,0.58,279870
243,237,4,4,0,1,1,1,18,5.69,196160
296,283,4,2,1,1,1,0,22,4.59,206467
144,129,1,1,0,0,0,0,18,3.16,88739
244,235,4,5,1,1,0,1,22,5.38,173120
231,199,5,3,1,1,0,1,7,2.8,209983
311,286,5,5,1,1,1,1,9,3.92,283818
237,225,4,4,1,1,1,1,13,4.36,196676
232,209,3,3,1,1,0,0,22,3.77,174543
413,374,6,7,1,1,1,1,7,4.07,332251
177,172,3,2,1,0,0,1,20,1.1,126131
256,244,4,3,1,1,1,1,3,0.83,246178
300,277,4,5,0,1,1,1,7,2.33,234706
118,113,1,2,1,0,0,0,3,4.67,66959
187,177,3,2,0,0,0,0,1,3.51,134959
283,261,4,4,1,1,1,1,12,4.28,229396
320,309,5,3,1,1,1,0,4,3.55,263371
410,373,6,5,1,1,1,1,8,4.13,350533
308,272,4,4,1,1,1,0,5,0.61,285527
169,152,3,2,0,1,0,1,11,3.64,135946
353,304,6,4,1,1,1,1,11,4.04,303836
131,117,1,1,0,0,0,0,1,4.51,72113
299,275,4,3,0,1,1,1,13,0.93,274969
499,487,7,7,1,1,1,1,15,3.52,415960
289,289,5,4,1,1,0,1,8,4.55,239916
205,194,4,2,0,1,0,1,1,3.63,159730
115,104,1,1,0,1,0,0,7,2.66,76838
156,136,3,3,1,0,1,0,1,5.18,116958
274,270,5,4,0,0,0,1,8,2.41,211592
